SalesID,SalePrice,MachineID,ModelID,YearMade,UsageBand,Quantity_sold,saledate,fiProductClassDesc,state,ProductGroupDesc,Hydraulics,Blade_Type,Blade_type_cost,Differential_Type,Differential_type_cost,Steering_Controls,Steering_control_cost,Cost Price,saleYear,saleMonth,saleDay,saleDayofweek,saledayofyear
1141438.0,27000.0,1055813.0,1918.0,1993.0,Medium,80.0,2004-01-29,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Oklahoma,Track Type Tractors,2 Valve,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,1.0,29.0,3.0,29.0
1147980.0,27500.0,1018416.0,4991.0,1998.0,Low,300.0,2004-02-12,Backhoe Loader - Unidentified,California,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1147399.0,27500.0,484772.0,3538.0,2001.0,Medium,200.0,2004-02-12,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1139564.0,19500.0,397593.0,6261.0,2000.0,Low,40.0,2004-02-12,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,New Jersey,Skid Steer Loaders,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1144696.0,22000.0,1015511.0,222.0,1996.0,Medium,97.0,2004-02-12,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Texas,Track Type Tractors,2 Valve,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1140566.0,32000.0,1023454.0,4228.0,1992.0,Low,20.0,2004-02-12,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Utah,Track Excavators,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1143010.0,8500.0,1055547.0,9551.0,1997.0,Medium,200.0,2004-02-12,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Florida,Skid Steer Loaders,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1143265.0,26500.0,484841.0,3538.0,1998.0,High,90.0,2004-02-12,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1141428.0,17000.0,1034634.0,7019.0,2002.0,Low,40.0,2004-02-12,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Texas,Skid Steer Loaders,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1142476.0,14000.0,137566.0,7014.0,2001.0,Low,130.0,2004-02-12,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Georgia,Skid Steer Loaders,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1147636.0,29000.0,1022553.0,2244.0,1997.0,Medium,300.0,2004-02-12,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Texas,Track Excavators,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1142903.0,16500.0,590692.0,7021.0,2000.0,Low,100.0,2004-02-12,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Texas,Skid Steer Loaders,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1142696.0,30000.0,1019137.0,3257.0,1995.0,Medium,100.0,2004-02-12,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Michigan,Track Excavators,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1145792.0,9000.0,1025244.0,9566.0,1997.0,Medium,130.0,2004-02-12,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Florida,Skid Steer Loaders,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1144098.0,26000.0,760388.0,3538.0,1998.0,Medium,90.0,2004-02-12,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Florida,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1140923.0,26000.0,463256.0,3538.0,1999.0,Medium,20.0,2004-02-12,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1141866.0,6250.0,1025203.0,10831.0,1999.0,Low,78.0,2004-02-12,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Michigan,Skid Steer Loaders,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1139815.0,25500.0,487715.0,3538.0,1997.0,High,48.0,2004-02-12,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1139907.0,31500.0,463480.0,3542.0,2001.0,Medium,50.0,2004-02-12,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,12.0,3.0,43.0
1140463.0,93000.0,1058831.0,250.0,2001.0,Medium,200.0,2004-02-26,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Virginia,Track Type Tractors,2 Valve,PAT,3000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,20400.0,2004.0,2.0,26.0,3.0,57.0
1144225.0,25000.0,1068956.0,4763.0,1989.0,Low,100.0,2004-02-26,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Texas,Track Type Tractors,2 Valve,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,26.0,3.0,57.0
1140027.0,12500.0,4527.0,7009.0,2000.0,Medium,100.0,2004-02-26,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Alabama,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,26.0,3.0,57.0
1147725.0,26000.0,1057675.0,13251.0,1998.0,Medium,20.0,2004-02-26,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Illinois,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,26.0,3.0,57.0
1145134.0,11000.0,990320.0,7002.0,2001.0,Low,130.0,2004-02-26,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Utah,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,26.0,3.0,57.0
1144024.0,28500.0,1028761.0,9133.0,2000.0,Medium,90.0,2004-02-26,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Michigan,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,26.0,3.0,57.0
1140018.0,28500.0,252367.0,1578.0,1998.0,Medium,20.0,2004-02-26,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",South Carolina,Track Type Tractors,2 Valve,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,26.0,3.0,57.0
1139249.0,10000.0,434808.0,7009.0,2001.0,High,100.0,2004-02-26,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,New York,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,26.0,3.0,57.0
1141299.0,19000.0,1010234.0,9133.0,2000.0,Medium,50.0,2004-02-26,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,26.0,3.0,57.0
1142432.0,15000.0,357707.0,7014.0,2000.0,Medium,40.0,2004-02-26,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Missouri,Skid Steer Loaders,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,26.0,3.0,57.0
1143647.0,15250.0,1056405.0,24695.0,1994.0,Medium,50.0,2004-02-26,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Michigan,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,26.0,3.0,57.0
1141253.0,77000.0,1060385.0,1624.0,1998.0,Low,40.0,2004-02-26,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Michigan,Track Type Tractors,2 Valve,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,26.0,3.0,57.0
1147184.0,17500.0,5525.0,7019.0,2000.0,Medium,100.0,2004-02-26,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Alabama,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,26.0,3.0,57.0
1147322.0,18000.0,1040205.0,7019.0,2001.0,Medium,48.0,2004-02-26,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Michigan,Skid Steer Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,2.0,26.0,3.0,57.0
1147177.0,25500.0,863326.0,7043.0,2002.0,High,130.0,2004-03-11,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Maine,Track Excavators,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,3.0,11.0,3.0,71.0
1146742.0,32500.0,1040726.0,3538.0,1998.0,Low,100.0,2004-03-11,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Indiana,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,3.0,11.0,3.0,71.0
1145206.0,68000.0,603592.0,1623.0,1999.0,Medium,20.0,2004-03-11,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Texas,Track Type Tractors,2 Valve,VPAT,2000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,16400.0,2004.0,3.0,11.0,3.0,71.0
1146375.0,31500.0,219378.0,13395.0,2002.0,Low,80.0,2004-03-11,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Maryland,Track Excavators,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,3.0,11.0,3.0,71.0
1140077.0,29000.0,32010.0,209.0,1999.0,Medium,80.0,2004-03-11,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Alabama,Track Type Tractors,2 Valve,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,3.0,11.0,3.0,71.0
1143340.0,16500.0,999276.0,7026.0,2001.0,Medium,100.0,2004-03-11,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Texas,Skid Steer Loaders,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,3.0,11.0,3.0,71.0
1144566.0,74000.0,1005125.0,9119.0,1999.0,Medium,100.0,2004-03-11,Wheel Loader - 200.0 to 225.0 Horsepower,New Jersey,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2004.0,3.0,11.0,3.0,71.0
1143187.0,34000.0,119406.0,7046.0,2002.0,Low,78.0,2004-03-11,"Hydraulic Excavator, Track - 4.0 to 5.0 Metric Tons",North Carolina,Track Excavators,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,3.0,11.0,3.0,71.0
1142185.0,80000.0,1060735.0,28267.0,2000.0,Medium,40.0,2004-03-11,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",New Jersey,Track Excavators,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,3.0,11.0,3.0,71.0
1146020.0,14000.0,68060.0,7002.0,2001.0,Low,20.0,2004-03-11,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Louisiana,Skid Steer Loaders,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,3.0,11.0,3.0,71.0
1147509.0,13500.0,969512.0,7009.0,1999.0,Low,50.0,2004-03-11,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Michigan,Skid Steer Loaders,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,3.0,11.0,3.0,71.0
1143404.0,44000.0,1009243.0,2232.0,1998.0,Medium,200.0,2004-03-11,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Texas,Track Excavators,Standard,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,3.0,11.0,3.0,71.0
1140783.0,19000.0,1046994.0,4752.0,1991.0,Low,50.0,2004-03-11,Wheel Loader - 175.0 to 200.0 Horsepower,Texas,Wheel Loader,2 Valve,None or Unspecified,1000.0,Standard,1500.0,Conventional,1500.0,16000.0,2004.0,3.0,11.0,3.0,71.0
1143568.0,27500.0,480446.0,3538.0,2000.0,High,40.0,2004-03-11,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,Backhoe Loaders,Auxiliary,None or Unspecified,1000.0,None or Unspecified,1200.0,None or Unspecified,1000.0,12400.0,2004.0,3.0,11.0,3.0,71.0
